category,sku,date,quantity
Service Body,CMG9894VVFFG2M,11/30/2024,1
Service Body,CMG9894VVFFMLG2M,11/30/2024,2
Service Body,CMG9894VVFFMLG2M-S,11/30/2024,1
Service Body,CMG9894VVSSG2M,11/30/2024,23
Service Body,CMG11078VVFFG2M-S,11/30/2024,1
Service Body,CMG11078VVFFMLG2M,11/30/2024,3
Service Body,CMG11078VVSSG2M,11/30/2024,8
Service Body,CMG11078VVSSMLG2M,11/30/2024,5
Service Body,CMG11094VVFFMLG2M,11/30/2024,2
Service Body,CMG11094VVSSG2M,11/30/2024,13
Service Body,CMG11094VVSSG2MD,11/30/2024,2
Service Body,CMG11094VVSSMLG2M,11/30/2024,15
Service Body,CMG11094VVWWMLG2M,11/30/2024,6
Service Body,CMG13494VVSSG2M,11/30/2024,28
Service Body,CMG13494VVSSMLG2M,11/30/2024,3
Service Body,CMQ47237,11/30/2024,3
Steel Flatdeck,RD-01843842,11/30/2024,41
Steel Flatdeck,RD-01844038,11/30/2024,9
Steel Flatdeck,RD-01844042-S,11/30/2024,1
Steel Flatdeck,RD-02845638,11/30/2024,10
Steel Flatdeck,RD-02845638-S,11/30/2024,1
Steel Flatdeck,RD-02845642-S,11/30/2024,1
Steel Flatdeck,RD-02845842,11/30/2024,56
Steel Flatdeck,RD-02845842-S,11/30/2024,8
Steel Flatdeck,RD-02975638,11/30/2024,3
Steel Flatdeck,RD-02975842,11/30/2024,34
Steel Flatdeck,RD-02975842-S,11/30/2024,1
Steel Flatdeck,RD-02975842SD,11/30/2024,3
Steel Flatdeck,GB-149712034SD,11/30/2024,2
Steel Flatdeck,RD-03846034SD,11/30/2024,6
Steel Flatdeck,RD-03976034GMSD,11/30/2024,5
Steel Flatdeck,RD-03976034-S,11/30/2024,6
Steel Flatdeck,RD-03976034SD,11/30/2024,228
Steel Flatdeck,RD-03976034SD-S,11/30/2024,5
Steel Flatdeck,RD-03976034SDTH,11/30/2024,1
Steel Flatdeck,RD-04978434GMSD,11/30/2024,6
Steel Flatdeck,RD-04978434-S,11/30/2024,15
Steel Flatdeck,RD-04978434SD,11/30/2024,162
Steel Flatdeck,RD-04978434SD-S,11/30/2024,1
Steel Flatdeck,RD-05CUSTOMGMSD,11/30/2024,1
Steel Flatdeck,RD-12978434SD-S,11/30/2024,7
Steel Flatdeck,RD-139710834GMSD,11/30/2024,1
Steel Flatdeck,RD-139710834SD,11/30/2024,1
Steel Flatdeck,RD-139710834SD2K,11/30/2024,2
Steel Flatdeck,RD-149712034GMSD,11/30/2024,2
Steel Flatdeck,RD-149712034SD,11/30/2024,2
Steel Flatdeck,RD-149712034SD2K,11/30/2024,2
Steel Flatdeck,PL-0910134,11/30/2024,4
Steel Flatdeck,PL-0910134-S,11/30/2024,1
Steel Flatdeck,PL-1010134,11/30/2024,9
Steel Flatdeck,PL-1010134-S,11/30/2024,5
Steel Flatdeck,PL-1210134,11/30/2024,11
Steel Flatdeck,PL-1210134-S,11/30/2024,7
Steel Flatdeck,PL-1410134,11/30/2024,7
Steel Flatdeck,PL-1410134-S,11/30/2024,2
Steel Flatdeck,PL-1610134,11/30/2024,3
Steel Flatdeck,PL-1610134-S,11/30/2024,10
Steel Flatdeck,PL-1810134-S,11/30/2024,1
Steel Flatdeck,PLHD-1210134,11/30/2024,2
Steel Flatdeck,PLHD-1410134,11/30/2024,1
Steel Flatdeck,PLHD-1610134,11/30/2024,1
Steel Flatdeck,PLHD-1810134,11/30/2024,1
Steel Flatdeck,PLHD-2010134,11/30/2024,4
Steel Flatdeck,PLHD-2210134-S,11/30/2024,1
Steel Flatdeck,PLHD-2410134,11/30/2024,1
Steel Flatdeck,CT-03976034,11/30/2024,9
Steel Flatdeck,CT-04978434,11/30/2024,13
Steel Flatdeck,GB-02845642,11/30/2024,7
Steel Flatdeck,GB-02975842,11/30/2024,8
Steel Flatdeck,GB-03846034SD,11/30/2024,2
Steel Flatdeck,GB-03976034SD,11/30/2024,24
Steel Flatdeck,GB-03976034SDPH,11/30/2024,19
Steel Flatdeck,GB-04978434GMSD,11/30/2024,2
Steel Flatdeck,GB-04978434SD,11/30/2024,16
Steel Flatdeck,RGB-01843842,11/30/2024,3
Steel Flatdeck,GD-1210134,11/30/2024,2
Steel Flatdeck,GDHD-1410134,11/30/2024,2
Steel Flatdeck,GDHD-2410134,11/30/2024,2
Steel Skirted,SK-01843842,11/30/2024,12
Steel Skirted,SK-01844038,11/30/2024,1
Steel Skirted,SK-01844042,11/30/2024,9
Steel Skirted,SK-01844042TH,11/30/2024,1
Steel Skirted,SK-01844242,11/30/2024,12
Steel Skirted,SK-01844242-S,11/30/2024,1
Steel Skirted,SK-01973842,11/30/2024,6
Steel Skirted,SK-02845638,11/30/2024,3
Steel Skirted,SK-02845642,11/30/2024,13
Steel Skirted,SK-02845742,11/30/2024,18
Steel Skirted,SK-02845742-S,11/30/2024,1
Steel Skirted,SK-02845742TH,11/30/2024,3
Steel Skirted,SK-02845842,11/30/2024,7
Steel Skirted,SK-02845842THNG,11/30/2024,1
Steel Skirted,SK-02945642GM,11/30/2024,3
Steel Skirted,SK-02975638,11/30/2024,3
Steel Skirted,SK-02975642,11/30/2024,6
Steel Skirted,SK-02975642-S,11/30/2024,1
Steel Skirted,SK-02975642TH,11/30/2024,4
Steel Skirted,SK-02975742,11/30/2024,26
Steel Skirted,SK-02975842,11/30/2024,7
Steel Skirted,SK-02975842-S,11/30/2024,2
Steel Skirted,SK-03846034SD,11/30/2024,4
Steel Skirted,SK-03906034,11/30/2024,2
Steel Skirted,SK-03946034SD,11/30/2024,139
Steel Skirted,SK-03946034SD-S,11/30/2024,1
Steel Skirted,SK-03946034SDTH,11/30/2024,4
Steel Skirted,SK-03976034GMSD,11/30/2024,3
Steel Skirted,SK-03976034GMSD-S,11/30/2024,2
Steel Skirted,SK-04948434SD,11/30/2024,28
Steel Skirted,SK-04948434SDTH,11/30/2024,2
Steel Skirted,SK-04978434GMSD,11/30/2024,8
Steel Skirted,SK-04978434GMSD-S,11/30/2024,1
Steel Skirted,SK-05CUSTOM,11/30/2024,1
Steel Skirted,ER-01824042,11/30/2024,1
Steel Skirted,ER-01973842THNG,11/30/2024,1
Steel Skirted,ER-02825638,11/30/2024,1
Steel Skirted,ER-02825642,11/30/2024,1
Steel Skirted,ER-02975642,11/30/2024,1
Steel Skirted,ER-02975642GM,11/30/2024,1
Steel Skirted,ER-02975742,11/30/2024,8
Steel Skirted,ER-02975742-S,11/30/2024,9
Steel Skirted,ER-02975742THNG,11/30/2024,1
Steel Skirted,ER-02975842,11/30/2024,1
Steel Skirted,ER-02975842-S,11/30/2024,1
Steel Skirted,ER-02975842THNG,11/30/2024,2
Steel Skirted,ER-03826034SD-S,11/30/2024,1
Steel Skirted,ER-03946034SD,11/30/2024,5
Steel Skirted,ER-04948434SD,11/30/2024,1
Steel Skirted,TM-02975638,11/30/2024,1
Steel Skirted,TM-02975642,11/30/2024,12
Steel Skirted,TM-02975642DLX,11/30/2024,5
Steel Skirted,TM-02975642DLX-S,11/30/2024,1
Steel Skirted,TM-02975742,11/30/2024,1
Steel Skirted,TM-02975742DLX,11/30/2024,25
Steel Skirted,TM-02975742DLX-S,11/30/2024,3
Steel Skirted,TM-02975842,11/30/2024,1
Steel Skirted,TMX-01844038,11/30/2024,1
Steel Skirted,TMX-01844042-S,11/30/2024,1
Steel Skirted,TMX-01844242,11/30/2024,1
Steel Skirted,TMX-01844242GM,11/30/2024,1
Steel Skirted,TMX-01844242GM-S,11/30/2024,2
Steel Skirted,TMX-02845638,11/30/2024,2
Steel Skirted,TMX-02845642,11/30/2024,3
Steel Skirted,TMX-02845742,11/30/2024,6
Steel Skirted,TMX-02845742-S,11/30/2024,1
Steel Skirted,TMX-02845842WL,11/30/2024,1
Steel Skirted,TM-03946034SDDLX,11/30/2024,40
Steel Skirted,TM-03946034SDDLX-S,11/30/2024,4
Steel Skirted,TM-03946034SD-S,11/30/2024,1
Steel Skirted,TM-03946034SDWL,11/30/2024,11
Steel Skirted,TM-03976034GMSDDLX,11/30/2024,2
Steel Skirted,TM-03976034GMSD-S,11/30/2024,2
Steel Skirted,TM-04948434SD,11/30/2024,1
Steel Skirted,TM-04948434SDDLX,11/30/2024,20
Steel Skirted,TM-04948434SDDLX-S,11/30/2024,1
Steel Skirted,TM-04978434GMSD,11/30/2024,1
Steel Skirted,TM-04978434GMSDDLX,11/30/2024,6
Steel Skirted,GS-01843842,11/30/2024,5
Steel Skirted,GS-01844242,11/30/2024,2
Steel Skirted,GS-02845642,11/30/2024,2
Steel Skirted,GS-02845842,11/30/2024,2
Steel Skirted,GS-02975642,11/30/2024,3
Steel Skirted,GS-02975742,11/30/2024,5
Steel Skirted,GS-02975842,11/30/2024,2
Steel Skirted,GS-03946034SD,11/30/2024,6
Steel Skirted,GS-03946034SDDLX,11/30/2024,2
Steel Skirted,GS-04948434SD,11/30/2024,3
Steel Skirted,SK-02845638DLX,11/30/2024,1
Steel Skirted,SK-02845742DLX,11/30/2024,2
Steel Skirted,SK-02975638DLX,11/30/2024,1
Steel Skirted,SK-02975642DLX,11/30/2024,3
Steel Skirted,SK-02975742DLX,11/30/2024,1
Steel Skirted,SK-02975742SDDLX,11/30/2024,1
Steel Skirted,SK-02975842DLX,11/30/2024,1
Steel Skirted,SK-03846034SDDLX-S,11/30/2024,1
Steel Skirted,SK-03946034SDDLX,11/30/2024,22
Steel Skirted,SK-03946034SDDLX-S,11/30/2024,3
Steel Skirted,SK-04948434SDDLX,11/30/2024,2
Steel Skirted,SK-04978434GMSDDLX,11/30/2024,1
Steel Skirted,GT-01844042,11/30/2024,3
Steel Skirted,GT-01844242GM,11/30/2024,2
Steel Skirted,GT-02845642,11/30/2024,4
Steel Skirted,GT-02845742,11/30/2024,4
Steel Skirted,GT-02975642DLX,11/30/2024,2
Steel Skirted,GT-02975742DLX,11/30/2024,1
Steel Skirted,GT-03946034SD,11/30/2024,1
Steel Skirted,GT-03946034SDDLX,11/30/2024,3
Steel Skirted,GT-04948434SDDLX,11/30/2024,2
Aluminum Flatdeck,ALPL-05CUSTOM,12/31/2024,2
Aluminum Flatdeck,ALPL-1410134,12/31/2024,1
Aluminum Flatdeck,ALPL-1410137EE,12/31/2024,10
Aluminum Flatdeck,ALPL-269734HM,12/31/2024,4
Aluminum Flatdeck,ALRD-01843842,12/31/2024,3
Aluminum Flatdeck,ALRD-02845842,12/31/2024,4
Aluminum Flatdeck,ALRD-02975842,12/31/2024,4
Aluminum Flatdeck,ALRD-03976034GMSD-S,12/31/2024,1
Aluminum Flatdeck,ALRD-03976034SD,12/31/2024,9
Aluminum Flatdeck,ALRD-03976034SD-S,12/31/2024,1
Aluminum Flatdeck,ALRD-04978434SD,12/31/2024,9
Aluminum Flatdeck,ALGB-01843842,12/31/2024,2
Aluminum Flatdeck,ALGB-03976034SD,12/31/2024,4
Aluminum Skirted,ALER-01973842,12/31/2024,1
Aluminum Skirted,ALSK-BENCH,12/31/2024,1
Aluminum Skirted,ALSK-01843842,12/31/2024,3
Aluminum Skirted,ALSK-01844038,12/31/2024,2
Aluminum Skirted,ALSK-01844038-S,12/31/2024,1
Aluminum Skirted,ALSK-01844042,12/31/2024,6
Aluminum Skirted,ALSK-01844242,12/31/2024,11
Aluminum Skirted,ALSK-01973842,12/31/2024,1
Aluminum Skirted,ALSK-02845638,12/31/2024,1
Aluminum Skirted,ALSK-02845642,12/31/2024,5
Aluminum Skirted,ALSK-02845642-S,12/31/2024,1
Aluminum Skirted,ALSK-02845742,12/31/2024,8
Aluminum Skirted,ALSK-02845842,12/31/2024,2
Aluminum Skirted,ALSK-02975638,12/31/2024,1
Aluminum Skirted,ALSK-02975642,12/31/2024,2
Aluminum Skirted,ALSK-02975742,12/31/2024,14
Aluminum Skirted,ALSK-02975842-S,12/31/2024,1
Aluminum Skirted,ALSK-03926034SD,12/31/2024,3
Aluminum Skirted,ALSK-03946034SD,12/31/2024,24
Aluminum Skirted,ALSK-03946034SD-S,12/31/2024,1
Aluminum Skirted,ALSK-03976034SD-S,12/31/2024,1
Aluminum Skirted,ALSK-04948434SD,12/31/2024,6
Aluminum Skirted,ALSK-04978434GMSD-S,12/31/2024,1
Aluminum Skirted,ALTM-02975642,12/31/2024,2
Aluminum Skirted,ALTM-03946034SD,12/31/2024,4
Aluminum Skirted,ALTM-04948434SD,12/31/2024,2
Aluminum Skirted,ALGS-01843842,12/31/2024,3
Aluminum Skirted,ALGS-01844242,12/31/2024,3
Aluminum Skirted,ALGS-02845642GM,12/31/2024,1
Aluminum Skirted,ALGS-02845742,12/31/2024,3
Aluminum Skirted,ALGS-02845842,12/31/2024,1
Aluminum Skirted,ALGS-02975742,12/31/2024,1
Aluminum Skirted,ALGS-02975742DLX,12/31/2024,2
Aluminum Skirted,ALGS-02975842,12/31/2024,2
Aluminum Skirted,ALGS-03946034SD,12/31/2024,6
Aluminum Skirted,ALGS-03946034SDDLX,12/31/2024,1
Aluminum Skirted,ALGS-04948434SD,12/31/2024,1
Aluminum Skirted,ALGS-04948434SDDLX,12/31/2024,1
Aluminum Skirted,ALGS-04978434SD,12/31/2024,1
Aluminum Skirted,ALSK-02845742DLX-S,12/31/2024,1
Aluminum Skirted,ALSK-02845842DLX-S,12/31/2024,1
Aluminum Skirted,ALSK-02975642DLX,12/31/2024,2
Aluminum Skirted,ALSK-03946034SDDLX,12/31/2024,4
Crane Body,SBC11094VVDDMLM3B,12/31/2024,6
Crane Body,SBC11094VVDDMLM3T,12/31/2024,1
Dump Body,CMR-11FDH,12/31/2024,2
Dump Body,CMR-9FD,12/31/2024,2
Dump Body,CMRV-11FDH,12/31/2024,7
Dump Body,CMU-11,12/31/2024,3
Dump Body,CMU-11FD,12/31/2024,1
Dump Body,CMU-11FDH,12/31/2024,2
Dump Body,CMU-9FD,12/31/2024,1
Dump Body,CMU-9FDH,12/31/2024,14
Dump Body,CMU-9H,12/31/2024,6
Other,HS-03846034SD,12/31/2024,2
Other,BLSK-02975742,12/31/2024,1
Other,LB-12,12/31/2024,1
Other,LB-14,12/31/2024,4
Service Body,CMA9878VVSSG2,12/31/2024,2
Service Body,CMG7678VVFFG2M,12/31/2024,1
Service Body,CMG7678VVSSG2M,12/31/2024,4
Service Body,CMG7678VVSSMLG2M,12/31/2024,1
Service Body,CMG8178VVSSG2M,12/31/2024,7
Service Body,CMG8178VVSSMLG2M,12/31/2024,1
Service Body,CMG8278VVSSG2M,12/31/2024,9
Service Body,CMG8278VVSSMLG2M,12/31/2024,2
Service Body,CMG9878VVFFG2M,12/31/2024,9
Service Body,CMG9878VVFFG2M-S,12/31/2024,1
Service Body,CMG9878VVFFMLG2M,12/31/2024,22
Service Body,CMG9878VVSSG2M,12/31/2024,84
Service Body,CMG9878VVSSG2MC,12/31/2024,18
Service Body,CMG9878VVSSG2M-S,12/31/2024,3
Service Body,CMG9878VVSSMLG2M,12/31/2024,32
Service Body,CMG9878VVSSMLG2MC,12/31/2024,3
Service Body,CMG9878VVWWG2M,12/31/2024,3
Service Body,CMG9878VVWWMLG2M,12/31/2024,1
Service Body,CMG9894VVSSG2M,12/31/2024,18
Service Body,CMG9894VVSSMLG2M,12/31/2024,3
Service Body,CMG11078VVFFMLG2M,12/31/2024,1
Service Body,CMG11078VVSSG2M,12/31/2024,22
Service Body,CMG11094VVFFG2M,12/31/2024,1
Service Body,CMG11094VVFFMLG2M,12/31/2024,12
Service Body,CMG11094VVSSG2M,12/31/2024,7
Service Body,CMG11094VVSSMLG2M,12/31/2024,25
Service Body,CMG11094VVWWG2M,12/31/2024,5
Service Body,CMG11094VVWWMLG2M,12/31/2024,18
Service Body,CMG13494VVFFG2M,12/31/2024,1
Service Body,CMG13494VVSSG2M,12/31/2024,6
Service Body,CMG13494VVSSMLG2M,12/31/2024,10
Service Body,CMG13494VVWWG2M,12/31/2024,7
Service Body,CMG13494VVWWMLG2M,12/31/2024,2
Service Body,CMQ47237,12/31/2024,6
Service Body,CMQ47418,12/31/2024,1
Steel Flatdeck,RD-01843842,12/31/2024,34
Steel Flatdeck,RD-01844038,12/31/2024,6
Steel Flatdeck,RD-01844242-S,12/31/2024,1
Steel Flatdeck,RD-02845638,12/31/2024,5
Steel Flatdeck,RD-02845842,12/31/2024,86
Steel Flatdeck,RD-02845842-S,12/31/2024,1
Steel Flatdeck,RD-02845842SD,12/31/2024,1
Steel Flatdeck,RD-02975638,12/31/2024,2
Steel Flatdeck,RD-02975842,12/31/2024,50
Steel Flatdeck,RD-02975842-S,12/31/2024,7
Steel Flatdeck,RD-03846034SD,12/31/2024,4
Steel Flatdeck,RD-03846034SD-S,12/31/2024,2
Steel Flatdeck,RD-03976034GMSD,12/31/2024,3
Steel Flatdeck,RD-03976034SD,12/31/2024,285
Steel Flatdeck,RD-03976034SD-S,12/31/2024,6
Steel Flatdeck,RD-04978434GMSD,12/31/2024,28
Steel Flatdeck,RD-04978434-S,12/31/2024,2
Steel Flatdeck,RD-04978434SD,12/31/2024,187
Steel Flatdeck,RD-04978434SD-S,12/31/2024,2
Steel Flatdeck,RD-05CUSTOM,12/31/2024,1
Steel Flatdeck,RD-139710834SD2K,12/31/2024,3
Steel Flatdeck,RD-149712034SD,12/31/2024,1
Steel Flatdeck,PL-0910134,12/31/2024,11
Steel Flatdeck,PL-0910134-S,12/31/2024,1
Steel Flatdeck,PL-1010134,12/31/2024,4
Steel Flatdeck,PL-1010134-S,12/31/2024,3
Steel Flatdeck,PL-1210134,12/31/2024,15
Steel Flatdeck,PL-1210134-S,12/31/2024,5
Steel Flatdeck,PL-129634WDCURRY,12/31/2024,15
Steel Flatdeck,PL-1410134,12/31/2024,1
Steel Flatdeck,PL-1410134-S,12/31/2024,4
Steel Flatdeck,PL-1610134,12/31/2024,1
Steel Flatdeck,PL-1610134-S,12/31/2024,6
Steel Flatdeck,PLHD-1410134,12/31/2024,1
Steel Flatdeck,PLHD-2210134,12/31/2024,1
Steel Flatdeck,CT-03976034,12/31/2024,3
Steel Flatdeck,CT-04978434,12/31/2024,6
Steel Flatdeck,GB-02845642,12/31/2024,5
Steel Flatdeck,GB-04978434GMSD,12/31/2024,5
Steel Flatdeck,GB-04978434SD,12/31/2024,4
Steel Flatdeck,GD-1010134,12/31/2024,2
Steel Flatdeck,GD-1210134,12/31/2024,6
Steel Flatdeck,GD-1410134,12/31/2024,4
Steel Flatdeck,GDHD-2410134,12/31/2024,1
Steel Flatdeck,GDHD-2610134,12/31/2024,1
Steel Skirted,SK-01843842,12/31/2024,10
Steel Skirted,SK-01844038,12/31/2024,2
Steel Skirted,SK-01844042,12/31/2024,7
Steel Skirted,SK-01844242,12/31/2024,15
Steel Skirted,SK-01844242-S,12/31/2024,2
Steel Skirted,SK-01973842,12/31/2024,3
Steel Skirted,SK-02845638,12/31/2024,3
Steel Skirted,SK-02845642,12/31/2024,14
Steel Skirted,SK-02845742,12/31/2024,12
Steel Skirted,SK-02845742SD,12/31/2024,1
Steel Skirted,SK-02845842,12/31/2024,5
Steel Skirted,SK-02945642GM,12/31/2024,2
Steel Skirted,SK-02975642,12/31/2024,11
Steel Skirted,SK-02975642TH,12/31/2024,1
Steel Skirted,SK-02975642THNB,12/31/2024,2
Steel Skirted,SK-02975742,12/31/2024,29
Steel Skirted,SK-02975742-S,12/31/2024,3
Steel Skirted,SK-02975742TH,12/31/2024,5
Steel Skirted,SK-02975842,12/31/2024,8
Steel Skirted,SK-02975842-S,12/31/2024,1
Steel Skirted,SK-02975842TH,12/31/2024,1
Steel Skirted,SK-02975842THNG,12/31/2024,2
Steel Skirted,SK-03846034SD,12/31/2024,3
Steel Skirted,SK-03906034,12/31/2024,6
Steel Skirted,SK-03926034,12/31/2024,1
Steel Skirted,SK-03946034SD,12/31/2024,189
Steel Skirted,SK-03946034SDTH,12/31/2024,3
Steel Skirted,SK-04948434SD,12/31/2024,34
Steel Skirted,SK-04948434SD-S,12/31/2024,1
Steel Skirted,SK-04978434GMSD,12/31/2024,5
Steel Skirted,SK-04978434GMSD-S,12/31/2024,1
Steel Skirted,ER-01823842-S,12/31/2024,1
Steel Skirted,ER-01844242-S,12/31/2024,1
Steel Skirted,ER-01973842,12/31/2024,1
Steel Skirted,ER-01973842THNG,12/31/2024,1
Steel Skirted,ER-02825638,12/31/2024,1
Steel Skirted,ER-02825842,12/31/2024,2
Steel Skirted,ER-02975638-S,12/31/2024,1
Steel Skirted,ER-02975642,12/31/2024,8
Steel Skirted,ER-02975642-S,12/31/2024,2
Steel Skirted,ER-02975742,12/31/2024,5
Steel Skirted,ER-02975742-S,12/31/2024,2
Steel Skirted,ER-02975742THNG,12/31/2024,3
Steel Skirted,ER-02975842,12/31/2024,1
Steel Skirted,ER-02975842-S,12/31/2024,1
Steel Skirted,ER-02975842THNG,12/31/2024,1
Steel Skirted,ER-03926034,12/31/2024,2
Steel Skirted,ER-03946034SD,12/31/2024,7
Steel Skirted,ER-03946034SD-S,12/31/2024,1
Steel Skirted,ER-03976034GMSD,12/31/2024,1
Steel Skirted,TM-02975642,12/31/2024,3
Steel Skirted,TM-02975642DLX,12/31/2024,10
Steel Skirted,TM-02975642GM-S,12/31/2024,1
Steel Skirted,TM-02975742,12/31/2024,2
Steel Skirted,TM-02975742DLX,12/31/2024,18
Steel Skirted,TM-02975742-S,12/31/2024,2
Steel Skirted,TM-02975842,12/31/2024,1
Steel Skirted,TM-02975842SDDLX,12/31/2024,2
Steel Skirted,TMX-01844242,12/31/2024,2
Steel Skirted,TMX-01844242WL,12/31/2024,1
Steel Skirted,TMX-02845638,12/31/2024,1
Steel Skirted,TMX-02845642,12/31/2024,4
Steel Skirted,TMX-02845742,12/31/2024,4
Steel Skirted,TMX-02845842,12/31/2024,2
Steel Skirted,TM-03946034SDDLX,12/31/2024,40
Steel Skirted,TM-03946034SDDLX-S,12/31/2024,1
Steel Skirted,TM-03946034SD-S,12/31/2024,2
Steel Skirted,TM-03946034SDWL,12/31/2024,13
Steel Skirted,TM-04948434SDDLX,12/31/2024,14
Steel Skirted,TM-04978434GMSDDLX,12/31/2024,3
Steel Skirted,GS-01844042,12/31/2024,1
Steel Skirted,GS-01844242,12/31/2024,3
Steel Skirted,GS-02845742,12/31/2024,2
Steel Skirted,GS-02975742,12/31/2024,4
Steel Skirted,GS-03946034SD,12/31/2024,2
Steel Skirted,GS-03946034SDDLX,12/31/2024,1
Steel Skirted,GS-03976034SD,12/31/2024,1
Steel Skirted,GS-04948434SD,12/31/2024,6
Steel Skirted,GS-04978434GMSD,12/31/2024,2
Steel Skirted,SK-02845642DLX,12/31/2024,1
Steel Skirted,SK-02845842DLX-S,12/31/2024,1
Steel Skirted,SK-02975642DLX-S,12/31/2024,1
Steel Skirted,SK-02975742DLX,12/31/2024,6
Steel Skirted,SK-03926034DLX,12/31/2024,4
Steel Skirted,SK-03946034SDDLX,12/31/2024,15
Steel Skirted,SK-04948434SDDLX,12/31/2024,3
Steel Skirted,SK-04978434GMSDDLX,12/31/2024,2
Steel Skirted,GT-01844042,12/31/2024,1
Steel Skirted,GT-01844242GM,12/31/2024,1
Steel Skirted,GT-02845742,12/31/2024,15
Steel Skirted,GT-02975642,12/31/2024,2
Steel Skirted,GT-02975742DLX,12/31/2024,1
Steel Skirted,GT-02975842-S,12/31/2024,1
Steel Skirted,GT-03946034SDDLX,12/31/2024,4
Steel Skirted,GT-04948434SDDLX,12/31/2024,2
Aluminum Flatdeck,ALPL-1410137EE,1/31/2025,5
Aluminum Flatdeck,ALPL-229734HM,1/31/2025,2
Aluminum Flatdeck,ALPL-269734HM,1/31/2025,3
Aluminum Flatdeck,ALRD-01843842,1/31/2025,2
Aluminum Flatdeck,ALRD-01844038,1/31/2025,1
Aluminum Flatdeck,ALRD-02845842,1/31/2025,10
Aluminum Flatdeck,ALRD-02975842,1/31/2025,5
Aluminum Flatdeck,ALRD-03976034SD,1/31/2025,7
Aluminum Flatdeck,ALRD-04978434SD,1/31/2025,13
Aluminum Flatdeck,ALRD-04978434SD-S,1/31/2025,1
Aluminum Flatdeck,ALRS-01843842,1/31/2025,8
Aluminum Flatdeck,ALGB-03976034SD,1/31/2025,1
Aluminum Skirted,ALER-01844242,1/31/2025,1
Aluminum Skirted,ALER-02975638-S,1/31/2025,1
Aluminum Skirted,ALER-02975642-S,1/31/2025,1
Aluminum Skirted,ALER-02975742,1/31/2025,2
Aluminum Skirted,ALSK-01843842,1/31/2025,1
Aluminum Skirted,ALSK-01844042,1/31/2025,2
Aluminum Skirted,ALSK-01844242,1/31/2025,4
Aluminum Skirted,ALSK-02845638,1/31/2025,2
Aluminum Skirted,ALSK-02845642,1/31/2025,4
Aluminum Skirted,ALSK-02845742,1/31/2025,11
Aluminum Skirted,ALSK-02975638,1/31/2025,2
Aluminum Skirted,ALSK-02975642,1/31/2025,9
Aluminum Skirted,ALSK-02975742,1/31/2025,9
Aluminum Skirted,ALSK-02975842,1/31/2025,2
Aluminum Skirted,ALSK-03846034SD-S,1/31/2025,1
Aluminum Skirted,ALSK-03946034SD,1/31/2025,26
Aluminum Skirted,ALSK-03976034SD-S,1/31/2025,1
Aluminum Skirted,ALSK-04948434SD,1/31/2025,4
Aluminum Skirted,ALTM-02845642,1/31/2025,3
Aluminum Skirted,ALTM-02845742,1/31/2025,2
Aluminum Skirted,ALTM-03946034SD,1/31/2025,5
Aluminum Skirted,ALTM-04948434SD,1/31/2025,3
Aluminum Skirted,ALGS-02975642DLX,1/31/2025,1
Aluminum Skirted,ALGS-03946034SD,1/31/2025,1
Aluminum Skirted,ALGS-04978434SD,1/31/2025,1
Aluminum Skirted,ALSK-02975742DLX,1/31/2025,1
Aluminum Skirted,ALSK-02975742DLX-S,1/31/2025,1
Aluminum Skirted,ALSK-03946034SDDLX,1/31/2025,6
Crane Body,SBC11094VVDDMLM3B,1/31/2025,14
Dump Body,CMU-11FD,1/31/2025,2
Dump Body,CMU-11FDH,1/31/2025,9
Dump Body,CMU-11H,1/31/2025,1
Dump Body,CMU-9FD,1/31/2025,1
Dump Body,CMU-9FDH,1/31/2025,9
Other,HS-04848434SD,1/31/2025,2
Other,BLRD-02845842-S,1/31/2025,1
Other,LB-12,1/31/2025,3
Other,LB-14,1/31/2025,1
Service Body,CMA7678VVSSG2RAM,1/31/2025,1
Service Body,CMA8178VVSSG2,1/31/2025,2
Service Body,CMA9878VVSSG2,1/31/2025,5
Service Body,CMA9894VVFFG2,1/31/2025,1
Service Body,CMA13494VVSSG2,1/31/2025,4
Service Body,CMG7678VVSSG2M,1/31/2025,2
Service Body,CMG8178VVSSG2M,1/31/2025,7
Service Body,CMG8278VVSSG2M,1/31/2025,2
Service Body,CMG9878VVFFG2M,1/31/2025,7
Service Body,CMG9878VVFFMLG2M,1/31/2025,9
Service Body,CMG9878VVFFMLG2M-S,1/31/2025,1
Service Body,CMG9878VVSSG2M,1/31/2025,53
Service Body,CMG9878VVSSG2MC,1/31/2025,12
Service Body,CMG9878VVSSG2M-S,1/31/2025,3
Service Body,CMG9878VVSSMLG2M,1/31/2025,48
Service Body,CMG9878VVSSMLG2MC,1/31/2025,2
Service Body,CMG9878VVWWMLG2M,1/31/2025,24
Service Body,CMG9894VVSSG2M,1/31/2025,5
Service Body,CMG9894VVSSMLG2M,1/31/2025,3
Service Body,CMG11078VVFFG2M,1/31/2025,3
Service Body,CMG11078VVSSG2M,1/31/2025,5
Service Body,CMG11078VVSSMLG2M,1/31/2025,3
Service Body,CMG11094VVFFG2M,1/31/2025,4
Service Body,CMG11094VVFFMLG2M,1/31/2025,12
Service Body,CMG11094VVSSG2M,1/31/2025,33
Service Body,CMG11094VVSSG2M-S,1/31/2025,7
Service Body,CMG11094VVSSMLG2M,1/31/2025,14
Service Body,CMG11094VVWWG2M,1/31/2025,3
